receipt_no,sale_datetime,loyalty_card_no,store_location,country,item_code,department,qty,item_price,tender_type,register_no,cashier_id
POS-50790,2026-03-23 18:26:39,MEM-148,Sydney - George St,AU,PROD-021,Consumer Electronics,1,182.04,Contactless,REG-04,EMP-128
POS-50791,2026-06-30 13:07:26,MEM-374,Toronto - Downtown,CA,PROD-035,Sporting Goods,1,157.02,Card,REG-04,EMP-126
POS-50792,2025-11-18 19:39:02,,Sydney - George St,AU,PROD-055,Sporting Goods,3,173.0,Contactless,REG-01,EMP-121
POS-50793,2026-04-27 13:54:22,MEM-244,Paris - Champs-Elysees,FR,PROD-006,Consumer Electronics,1,572.57,Contactless,REG-02,EMP-109
POS-50794,2025-09-21 05:48:32,,London - Oxford St,UK,PROD-041,Consumer Electronics,1,235.57,Cash,REG-03,EMP-106
POS-50795,2025-12-09 23:15:22,MEM-162,Toronto - Downtown,CA,PROD-043,Home & Living,1,102.07,Card,REG-02,EMP-104
POS-50796,2026-05-21 14:53:16,MEM-362,London - Oxford St,XX,PROD-088,Home & Living,2,227.25,Cash,REG-01,EMP-120
POS-50797,2026-08-10 22:04:39,,Paris - Champs-Elysees,FR,PROD-081,Consumer Electronics,4,324.49,Cash,REG-05,EMP-124
POS-50798,2026-01-16 07:31:28,MEM-112,London - Oxford St,UK,PROD-072,Apparel & Fashion,3,46.66,Card,REG-02,EMP-126
POS-50799,2025-12-26 10:19:30,,Toronto - Downtown,CA,PROD-002,Apparel & Fashion,3,112.51,Contactless,REG-03,EMP-124
POS-50800,2026-06-14 14:19:34,MEM-351,London - Oxford St,UK,PROD-057,Apparel & Fashion,1,95.7,Contactless,REG-01,EMP-120
POS-50801,2025-11-22 10:05:27,MEM-289,Sydney - George St,AU,PROD-001,Consumer Electronics,4,404.44,Contactless,REG-06,EMP-106
POS-50802,2026-09-08 19:21:27,,London - Oxford St,UK,PROD-083,Home & Living,2,28.29,Card,REG-02,EMP-128
POS-50803,2026-07-16 17:39:14,,Paris - Champs-Elysees,FR,PROD-060,Sporting Goods,3,190.76,Cash,REG-02,EMP-110
POS-50804,2026-05-14 16:44:14,,New York - 5th Ave,US,PROD-062,Apparel & Fashion,3,46.71,Cash,REG-06,EMP-116
POS-50805,2026-05-26 15:03:25,,Paris - Champs-Elysees,FR,PROD-024,Books & Media,4,21.55,Contactless,REG-02,EMP-109
POS-50806,2026-07-16 22:22:35,MEM-349,New York - 5th Ave,US,PROD-038,Home & Living,1,20.37,Card,REG-03,EMP-101
POS-50807,2025-12-05 12:56:18,MEM-252,London - Oxford St,UK,PROD-036,Consumer Electronics,2,778.55,Contactless,REG-04,EMP-103
POS-50808,2026-06-14 03:59:14,,Toronto - Downtown,CA,PROD-063,Home & Living,4,42.42,Card,REG-05,EMP-104
POS-50809,2026-01-01 02:52:28,MEM-113,Sydney - George St,AU,PROD-091,Consumer Electronics,-3,197.58,Cash,REG-05,EMP-109
POS-50810,2026-05-01 01:55:32,,Toronto - Downtown,CA,PROD-002,Apparel & Fashion,3,65.55,Card,REG-06,EMP-114
POS-50811,2026-02-05 00:12:23,MEM-179,Mumbai - Bandra,IN,PROD-098,Home & Living,3,121.17,Card,REG-01,EMP-107
POS-50812,2026-02-07 01:05:20,,Mumbai - Bandra,IN,PROD-091,Consumer Electronics,1,269.42,Card,REG-01,EMP-124
POS-50813,2026-02-22 02:30:59,,London - Oxford St,UK,PROD-069,Books & Media,4,41.63,Contactless,REG-05,EMP-119
POS-50814,2026-06-23 19:24:43,MEM-163,Sydney - George St,AU,PROD-013,Home & Living,4,73.1,Cash,REG-02,EMP-102
POS-50815,2026-02-02 22:28:44,MEM-364,Mumbai - Bandra,IN,PROD-034,Books & Media,3,14.67,Cash,REG-06,EMP-116
POS-50816,2025-11-24 16:51:12,,Toronto - Downtown,CA,PROD-085,Sporting Goods,2,143.78,Card,REG-01,EMP-114
POS-50817,2026-07-03 07:30:10,MEM-124,New York - 5th Ave,US,PROD-081,Consumer Electronics,3,305.24,Cash,REG-03,EMP-102
POS-50818,2026-05-24 23:37:31,MEM-267,London - Oxford St,UK,PROD-058,Home & Living,4,195.53,Contactless,REG-04,EMP-121
POS-50819,2026-05-22 12:24:25,MEM-303,Sydney - George St,AU,PROD-065,Sporting Goods,1,41.24,Contactless,REG-05,EMP-128
POS-50820,2025-09-23 12:34:07,,New York - 5th Ave,US,PROD-057,Apparel & Fashion,1,57.43,Contactless,REG-02,EMP-127
POS-50821,2025-11-01 21:42:01,,New York - 5th Ave,US,PROD-051,Consumer Electronics,4,0.0,Cash,REG-02,EMP-110
POS-50822,2026-06-13 10:16:36,MEM-117,Toronto - Downtown,CA,PROD-046,Consumer Electronics,1,556.25,Card,REG-01,EMP-115
POS-50823,2026-03-07 05:33:10,MEM-237,London - Oxford St,UK,PROD-073,Home & Living,4,210.63,Contactless,REG-03,EMP-128
POS-50824,2025-11-27 03:28:21,MEM-296,London - Oxford St,UK,PROD-091,Consumer Electronics,3,626.6,Card,REG-05,EMP-102
POS-50825,2026-01-03 22:31:34,,Sydney - George St,AU,PROD-059,Books & Media,2,44.96,Cash,REG-06,EMP-128
POS-50826,2025-11-08 22:02:11,MEM-308,London - Oxford St,UK,PROD-080,Sporting Goods,3,74.8,Card,REG-04,EMP-124
POS-50827,2026-08-11 02:39:48,MEM-188,Toronto - Downtown,CA,PROD-034,Books & Media,3,20.88,Card,REG-03,EMP-104
POS-50828,2025-10-29 13:27:14,,London - Oxford St,UK,PROD-039,Books & Media,3,25.81,Card,REG-02,EMP-121
POS-50829,2026-08-23 02:45:50,,Mumbai - Bandra,IN,PROD-068,Home & Living,1,78.84,Card,REG-03,EMP-110
POS-50830,2026-05-17 21:26:42,MEM-316,Mumbai - Bandra,IN,PROD-030,Sporting Goods,4,229.38,Cash,REG-01,EMP-102
POS-50831,2026-06-18 12:18:42,MEM-186,New York - 5th Ave,US,PROD-069,Books & Media,1,31.79,Contactless,REG-04,EMP-102
POS-50832,2025-09-24 23:23:03,,Toronto - Downtown,CA,PROD-065,Sporting Goods,4,127.34,Cash,REG-01,EMP-109
POS-50833,2026-06-18 14:30:21,MEM-168,Paris - Champs-Elysees,FR,PROD-026,Consumer Electronics,3,722.66,Card,REG-05,EMP-113
POS-50834,2026-05-18 00:06:55,,London - Oxford St,UK,PROD-051,Consumer Electronics,4,715.79,Card,REG-05,EMP-103
POS-50835,2025-12-24 14:01:16,,Mumbai - Bandra,IN,PROD-070,Sporting Goods,3,48.97,Contactless,REG-02,EMP-120
POS-50836,2025-09-26 09:04:18,MEM-145,Toronto - Downtown,CA,PROD-016,Consumer Electronics,3,187.66,Cash,REG-02,EMP-109
POS-50837,2026-05-15 18:58:40,MEM-142,Paris - Champs-Elysees,FR,PROD-048,Home & Living,3,76.14,Contactless,REG-03,EMP-114
POS-50838,2026-04-13 16:14:23,MEM-114,London - Oxford St,UK,PROD-058,Home & Living,1,109.26,Card,REG-04,EMP-125
POS-50839,2026-05-10 03:45:23,MEM-379,Mumbai - Bandra,XX,PROD-077,Apparel & Fashion,4,16.89,Cash,REG-03,EMP-104
POS-50840,2025-12-13 20:04:50,,Mumbai - Bandra,IN,PROD-002,Apparel & Fashion,4,61.11,Card,REG-04,EMP-120
POS-50841,2025-12-23 09:52:24,MEM-280,Mumbai - Bandra,IN,PROD-085,Sporting Goods,2,95.41,Card,REG-05,EMP-127
POS-50842,2025-10-15 06:05:49,MEM-140,New York - 5th Ave,US,PROD-067,Apparel & Fashion,4,63.68,Contactless,REG-02,EMP-118
POS-50843,2025-12-16 20:30:24,MEM-267,Toronto - Downtown,CA,PROD-011,Consumer Electronics,4,266.05,Contactless,REG-06,EMP-122
POS-50844,2025-12-06 03:18:50,,Sydney - George St,AU,PROD-014,Books & Media,1,36.93,Card,REG-05,EMP-125
POS-50845,2026-02-12 21:06:00,MEM-331,London - Oxford St,UK,PROD-017,Apparel & Fashion,4,112.81,Card,REG-04,EMP-104
POS-50846,2025-10-12 09:14:32,MEM-130,Sydney - George St,AU,PROD-093,Home & Living,4,181.15,Card,REG-05,EMP-128
POS-50847,2026-03-24 10:28:48,MEM-214,Toronto - Downtown,CA,PROD-042,Apparel & Fashion,3,90.78,Contactless,REG-04,EMP-115
POS-50848,2026-02-10 17:25:07,MEM-241,New York - 5th Ave,US,PROD-077,Apparel & Fashion,2,79.08,Contactless,REG-04,EMP-111
POS-50849,2026-07-13 16:48:07,MEM-230,Sydney - George St,AU,PROD-038,Home & Living,4,234.81,Card,REG-06,EMP-130
POS-50850,2026-05-22 05:21:27,MEM-345,Mumbai - Bandra,IN,PROD-079,Books & Media,4,19.48,Cash,REG-02,EMP-111
POS-50851,2026-03-04 07:26:23,MEM-147,Sydney - George St,AU,PROD-060,Sporting Goods,2,279.36,Cash,REG-03,EMP-129
POS-50852,2026-02-05 22:52:33,,New York - 5th Ave,US,PROD-098,Home & Living,4,61.24,Card,REG-05,EMP-119
POS-50853,2025-11-26 05:54:50,MEM-274,Paris - Champs-Elysees,FR,PROD-046,Consumer Electronics,2,503.73,Cash,REG-03,EMP-104
POS-50854,2026-08-16 07:23:22,,Paris - Champs-Elysees,FR,PROD-041,Consumer Electronics,4,490.56,Cash,REG-02,EMP-106
POS-50855,2026-08-27 05:56:23,MEM-389,Paris - Champs-Elysees,FR,PROD-094,Books & Media,2,19.25,Contactless,REG-02,EMP-123
POS-50856,2026-03-14 16:38:24,,London - Oxford St,UK,PROD-001,Consumer Electronics,4,100.16,Card,REG-01,EMP-104
POS-50857,2026-02-11 07:29:11,MEM-101,Berlin - Mitte,DE,PROD-017,Apparel & Fashion,4,21.16,Card,REG-02,EMP-102
POS-50858,2025-12-19 13:56:49,MEM-284,New York - 5th Ave,US,PROD-096,Consumer Electronics,2,72.09,Contactless,REG-05,EMP-102
POS-50859,2026-07-14 09:30:18,,Sydney - George St,AU,PROD-053,Home & Living,4,64.67,Contactless,REG-01,EMP-109
POS-50860,2026-06-11 07:58:07,,Paris - Champs-Elysees,FR,PROD-020,Sporting Goods,2,145.18,Card,REG-04,EMP-120
POS-50861,2025-10-21 22:39:23,,Berlin - Mitte,DE,PROD-026,Consumer Electronics,2,455.56,Cash,REG-05,EMP-106
POS-50001,2026-01-11 16:39:31,,Toronto - Downtown,CA,PROD-092,Apparel & Fashion,1,102.67,Cash,REG-01,EMP-121
POS-50863,2025-10-07 09:40:51,MEM-198,Mumbai - Bandra,IN,PROD-043,Home & Living,2,66.54,Contactless,REG-06,EMP-110
POS-50864,2025-11-28 16:19:10,,Berlin - Mitte,DE,PROD-070,Sporting Goods,3,298.54,Contactless,REG-05,EMP-106
POS-50865,2026-08-17 08:31:23,MEM-168,London - Oxford St,UK,PROD-020,Sporting Goods,4,247.51,Card,REG-01,EMP-107
POS-50866,2026-01-02 17:52:58,MEM-220,Berlin - Mitte,DE,PROD-048,Home & Living,4,67.45,Cash,REG-01,EMP-111
POS-50867,2026-06-04 05:05:02,MEM-322,London - Oxford St,UK,PROD-003,Home & Living,4,103.86,Card,REG-02,EMP-130
POS-50868,2026-03-29 04:45:45,MEM-304,Toronto - Downtown,CA,PROD-092,Apparel & Fashion,4,66.69,Contactless,REG-06,EMP-128
POS-50869,2026-01-26 07:00:50,MEM-331,London - Oxford St,UK,PROD-001,Consumer Electronics,3,394.76,Card,REG-01,EMP-105
POS-50870,2026-08-27 00:51:32,MEM-170,New York - 5th Ave,US,PROD-083,Home & Living,4,178.46,Contactless,REG-04,EMP-107
POS-50871,2025-12-29 20:19:18,MEM-172,Paris - Champs-Elysees,FR,PROD-055,Sporting Goods,3,256.75,Cash,REG-02,EMP-130
POS-50872,2025-10-04 11:55:23,,London - Oxford St,UK,PROD-035,Sporting Goods,2,275.44,Card,REG-04,EMP-104
POS-50873,2026-06-10 06:18:54,,Sydney - George St,AU,PROD-009,Books & Media,3,9.58,Cash,REG-05,EMP-104
POS-50874,2026-06-09 22:00:04,MEM-129,London - Oxford St,UK,PROD-077,Apparel & Fashion,4,18.81,Card,REG-03,EMP-104
POS-50875,2025-09-26 18:34:29,,Mumbai - Bandra,IN,PROD-077,Apparel & Fashion,1,97.38,Contactless,REG-06,EMP-110
POS-50876,2026-01-19 15:31:23,,New York - 5th Ave,US,PROD-033,Home & Living,2,91.19,Contactless,REG-04,EMP-111
POS-50877,2026-02-20 16:06:56,MEM-216,New York - 5th Ave,US,PROD-058,Home & Living,3,177.16,Card,REG-04,EMP-106
POS-50878,2026-07-16 14:59:55,MEM-227,Mumbai - Bandra,IN,PROD-046,Consumer Electronics,4,618.44,Card,REG-01,EMP-105
POS-50879,2025-11-07 04:10:01,MEM-273,Mumbai - Bandra,IN,PROD-049,Books & Media,2,8.97,Card,REG-06,EMP-121
POS-50880,2026-02-10 14:26:48,MEM-282,New York - 5th Ave,US,PROD-084,Books & Media,4,30.78,Cash,REG-03,EMP-104
POS-50881,2026-03-12 10:48:42,MEM-389,New York - 5th Ave,US,PROD-055,Sporting Goods,1,184.03,Contactless,REG-04,EMP-112
POS-50882,2025-10-31 21:50:02,MEM-334,New York - 5th Ave,US,PROD-084,Books & Media,4,24.12,Cash,REG-06,EMP-127
POS-50001,2026-06-21 00:32:00,,Toronto - Downtown,CA,PROD-001,Consumer Electronics,2,353.97,Cash,REG-02,EMP-108
POS-50884,2026-02-08 09:05:13,MEM-198,Mumbai - Bandra,IN,PROD-045,Sporting Goods,1,232.73,Card,REG-04,EMP-123
POS-50885,2025-11-05 07:00:07,MEM-157,Mumbai - Bandra,IN,PROD-093,Home & Living,3,202.11,Card,REG-02,EMP-114
POS-50886,2025-12-28 12:24:53,MEM-262,Toronto - Downtown,CA,PROD-084,Books & Media,3,14.9,Card,REG-01,EMP-130
POS-50887,2026-01-19 19:10:37,,Sydney - George St,AU,PROD-020,Sporting Goods,4,0.0,Contactless,REG-06,EMP-102
POS-50888,2026-06-18 09:20:54,,Sydney - George St,AU,PROD-087,Apparel & Fashion,2,97.83,Card,REG-02,EMP-122
POS-50889,2026-02-14 21:38:43,MEM-270,Paris - Champs-Elysees,FR,PROD-035,Sporting Goods,2,114.2,Card,REG-06,EMP-130
POS-50890,2026-10-06 06:38:12,,Mumbai - Bandra,IN,PROD-048,Home & Living,3,168.26,Cash,REG-01,EMP-114
POS-50891,2025-11-08 21:56:12,,Paris - Champs-Elysees,FR,PROD-094,Books & Media,2,10.29,Card,REG-01,EMP-110
POS-50892,2026-02-20 19:29:24,,Paris - Champs-Elysees,FR,PROD-018,Home & Living,4,162.05,Cash,REG-04,EMP-127
POS-50893,2026-08-20 05:41:50,MEM-168,Toronto - Downtown,CA,PROD-003,Home & Living,1,112.03,Cash,REG-06,EMP-130
POS-50894,2026-09-14 15:14:33,MEM-350,New York - 5th Ave,US,PROD-090,Sporting Goods,4,266.71,Card,REG-03,EMP-112
POS-50895,2026-02-09 19:21:29,,London - Oxford St,UK,PROD-054,Books & Media,1,10.18,Contactless,REG-04,EMP-128
POS-50896,2026-07-16 05:26:30,MEM-159,Mumbai - Bandra,IN,PROD-003,Home & Living,2,132.88,Contactless,REG-04,EMP-112
POS-50897,2026-03-07 22:02:02,MEM-260,New York - 5th Ave,US,PROD-040,Sporting Goods,4,264.24,Cash,REG-06,EMP-107
POS-50898,2026-03-26 17:58:36,MEM-308,Berlin - Mitte,DE,PROD-023,Home & Living,4,64.12,Card,REG-03,EMP-117
POS-50899,2026-08-21 22:08:14,,Toronto - Downtown,CA,PROD-096,Consumer Electronics,3,322.71,Contactless,REG-04,EMP-113
POS-50900,2025-09-19 12:48:25,,Paris - Champs-Elysees,FR,PROD-008,Home & Living,1,178.9,Card,REG-04,EMP-107
POS-50901,2026-08-16 19:29:04,MEM-265,Toronto - Downtown,CA,PROD-065,Sporting Goods,4,239.63,Card,REG-01,EMP-117
POS-50902,2025-10-29 13:45:34,,London - Oxford St,UK,PROD-035,Sporting Goods,2,108.24,Contactless,REG-06,EMP-115
POS-50903,2025-10-10 15:32:09,,Sydney - George St,AU,PROD-074,Books & Media,2,15.48,Cash,REG-03,EMP-109
POS-50904,2025-10-23 11:18:04,MEM-346,Berlin - Mitte,DE,PROD-084,Books & Media,1,12.09,Contactless,REG-06,EMP-128
POS-50905,2026-05-25 18:14:44,MEM-281,Paris - Champs-Elysees,FR,PROD-028,Home & Living,1,30.36,Card,REG-04,EMP-125
POS-50906,2026-04-15 03:12:36,MEM-135,Toronto - Downtown,CA,PROD-023,Home & Living,2,22.18,Card,REG-03,EMP-118
POS-50907,2025-12-28 16:12:31,,New York - 5th Ave,US,PROD-003,Home & Living,4,53.26,Contactless,REG-05,EMP-104
POS-50908,2026-01-25 19:28:53,MEM-275,Toronto - Downtown,CA,PROD-054,Books & Media,2,8.1,Cash,REG-01,EMP-130
POS-50909,2025-12-24 00:34:47,MEM-111,Toronto - Downtown,CA,PROD-018,Home & Living,4,120.75,Card,REG-02,EMP-118
POS-50910,2025-10-15 12:48:44,,Berlin - Mitte,DE,PROD-033,Home & Living,2,166.8,Card,REG-01,EMP-124
POS-50911,2026-02-06 19:08:07,MEM-173,Sydney - George St,AU,PROD-015,Sporting Goods,2,189.77,Contactless,REG-02,EMP-111
POS-50912,2026-02-05 06:05:48,MEM-257,Berlin - Mitte,DE,PROD-065,Sporting Goods,2,169.8,Cash,REG-03,EMP-129
POS-50913,2026-08-13 12:19:13,,Toronto - Downtown,CA,PROD-060,Sporting Goods,3,61.96,Cash,REG-02,EMP-112
POS-50914,2026-06-20 18:32:34,MEM-135,Toronto - Downtown,CA,PROD-026,Consumer Electronics,3,76.34,Card,REG-04,EMP-116
POS-50915,2026-05-13 03:22:23,MEM-126,Sydney - George St,AU,PROD-080,Sporting Goods,4,205.51,Contactless,REG-03,EMP-118
POS-50916,2026-08-08 23:59:11,MEM-129,Toronto - Downtown,CA,PROD-091,Consumer Electronics,4,139.51,Card,REG-01,EMP-101
POS-50917,2025-11-22 17:32:04,MEM-246,Mumbai - Bandra,IN,PROD-031,Consumer Electronics,2,188.14,Cash,REG-05,EMP-110
POS-50918,2025-09-28 09:15:53,MEM-312,Berlin - Mitte,DE,PROD-081,Consumer Electronics,4,279.92,Card,REG-06,EMP-113
POS-50919,2026-01-25 17:54:55,MEM-386,New York - 5th Ave,US,PROD-053,Home & Living,2,176.91,Card,REG-03,EMP-111
POS-50920,2026-04-05 14:38:43,MEM-257,Paris - Champs-Elysees,FR,PROD-083,Home & Living,3,231.69,Contactless,REG-01,EMP-128
POS-50921,2025-10-29 23:11:49,MEM-171,Mumbai - Bandra,IN,PROD-002,Apparel & Fashion,2,119.05,Card,REG-01,EMP-114
POS-50922,2026-07-21 14:05:29,,New York - 5th Ave,US,PROD-056,Consumer Electronics,3,209.71,Card,REG-06,EMP-105
POS-50923,2026-09-09 20:35:26,MEM-248,Berlin - Mitte,DE,PROD-007,Apparel & Fashion,4,102.37,Cash,REG-05,EMP-119
POS-50924,2025-12-01 01:51:41,MEM-166,Sydney - George St,AU,PROD-020,Sporting Goods,2,64.83,Cash,REG-05,EMP-117
POS-50925,2026-05-31 15:06:39,MEM-109,Toronto - Downtown,CA,PROD-015,Sporting Goods,4,80.28,Card,REG-03,EMP-113
POS-50926,2025-10-14 06:27:28,,Paris - Champs-Elysees,FR,PROD-020,Sporting Goods,4,27.81,Contactless,REG-04,EMP-108
POS-50927,2026-05-10 11:55:48,,Paris - Champs-Elysees,FR,PROD-001,Consumer Electronics,4,457.04,Cash,REG-01,EMP-123
POS-50928,2025-12-09 22:23:24,MEM-216,Paris - Champs-Elysees,FR,PROD-093,Home & Living,3,225.07,Contactless,REG-06,EMP-113
POS-50929,2026-08-14 19:54:33,MEM-339,Berlin - Mitte,DE,PROD-055,Sporting Goods,1,32.63,Cash,REG-01,EMP-101
POS-50930,2026-04-15 04:19:14,MEM-335,London - Oxford St,UK,PROD-072,Apparel & Fashion,3,103.08,Cash,REG-06,EMP-124
POS-50931,2026-05-04 04:49:45,MEM-165,Mumbai - Bandra,IN,PROD-066,Consumer Electronics,4,464.14,Card,REG-03,EMP-112
POS-50932,2026-02-17 10:24:47,,Mumbai - Bandra,IN,PROD-099,Books & Media,2,0.0,Contactless,REG-03,EMP-102
POS-50933,2025-10-01 05:29:03,MEM-161,Mumbai - Bandra,IN,PROD-058,Home & Living,3,159.05,Contactless,REG-05,EMP-125
POS-50934,2026-03-09 20:01:10,,Paris - Champs-Elysees,FR,PROD-085,Sporting Goods,3,240.7,Contactless,REG-05,EMP-105
POS-50935,2026-07-19 11:18:27,MEM-254,Paris - Champs-Elysees,FR,PROD-087,Apparel & Fashion,2,91.75,Cash,REG-04,EMP-126
POS-50936,2026-02-01 18:46:58,MEM-139,Berlin - Mitte,DE,PROD-027,Apparel & Fashion,3,72.29,Cash,REG-04,EMP-126
POS-50937,2026-06-17 11:23:39,MEM-370,Berlin - Mitte,DE,PROD-006,Consumer Electronics,3,268.03,Cash,REG-05,EMP-129
POS-50938,2026-04-14 16:36:34,,Berlin - Mitte,DE,PROD-025,Sporting Goods,1,56.02,Contactless,REG-06,EMP-118
POS-50939,2026-08-08 06:20:37,,Berlin - Mitte,DE,PROD-087,Apparel & Fashion,1,69.28,Cash,REG-02,EMP-106
POS-50940,2025-12-05 19:06:01,MEM-146,Mumbai - Bandra,IN,PROD-027,Apparel & Fashion,4,98.32,Card,REG-04,EMP-123
POS-50941,2025-12-13 01:33:33,,Sydney - George St,AU,PROD-020,Sporting Goods,4,265.44,Cash,REG-04,EMP-116
POS-50942,2026-04-02 02:58:22,,Berlin - Mitte,DE,PROD-064,Books & Media,4,28.97,Card,REG-04,EMP-105
POS-50943,2026-08-15 11:55:18,,Mumbai - Bandra,IN,PROD-037,Apparel & Fashion,1,109.99,Card,REG-02,EMP-104
POS-50944,2026-05-01 00:10:26,MEM-224,Paris - Champs-Elysees,FR,PROD-002,Apparel & Fashion,4,66.54,Card,REG-05,EMP-128
POS-50945,2026-09-07 21:40:05,,Mumbai - Bandra,IN,PROD-019,Books & Media,1,29.08,Contactless,REG-06,EMP-117
POS-50946,2026-02-21 08:32:55,,Paris - Champs-Elysees,FR,PROD-025,Sporting Goods,2,296.95,Cash,REG-04,EMP-101
POS-50947,2025-12-20 02:57:58,,Paris - Champs-Elysees,FR,PROD-032,Apparel & Fashion,1,90.97,Card,REG-02,EMP-126
POS-50948,2026-07-09 23:57:40,,Sydney - George St,AU,PROD-044,Books & Media,-3,44.6,Card,REG-06,EMP-114
POS-50949,2026-01-13 14:14:04,,Paris - Champs-Elysees,FR,PROD-086,Consumer Electronics,2,452.74,Cash,REG-06,EMP-109
POS-50950,2026-05-06 10:08:25,,Paris - Champs-Elysees,XX,PROD-040,Sporting Goods,3,281.98,Card,REG-03,EMP-106
POS-50951,2025-09-15 01:27:02,,Toronto - Downtown,CA,PROD-082,Apparel & Fashion,2,18.66,Contactless,REG-03,EMP-112
POS-50952,2026-03-07 04:37:46,MEM-374,Paris - Champs-Elysees,FR,PROD-053,Home & Living,1,163.49,Contactless,REG-06,EMP-105
POS-50953,2026-06-11 01:19:51,,New York - 5th Ave,US,PROD-062,Apparel & Fashion,4,25.6,Cash,REG-05,EMP-119
POS-50954,2026-01-27 02:07:56,MEM-400,Sydney - George St,AU,PROD-081,Consumer Electronics,3,193.47,Contactless,REG-02,EMP-108
POS-50955,2026-06-17 02:02:02,,London - Oxford St,UK,PROD-048,Home & Living,2,69.19,Contactless,REG-03,EMP-121
POS-50956,2026-03-27 15:11:17,MEM-286,Paris - Champs-Elysees,FR,PROD-100,Sporting Goods,3,41.03,Contactless,REG-06,EMP-127
POS-50957,2026-10-06 06:38:12,,Berlin - Mitte,DE,PROD-008,Home & Living,4,156.37,Cash,REG-05,EMP-102
POS-50958,2025-10-09 10:05:48,MEM-287,Berlin - Mitte,DE,PROD-064,Books & Media,4,25.58,Cash,REG-04,EMP-101
POS-50959,2026-01-26 13:40:04,MEM-327,New York - 5th Ave,US,PROD-074,Books & Media,1,26.16,Contactless,REG-04,EMP-121
POS-50960,2026-04-24 21:36:36,MEM-120,Sydney - George St,AU,PROD-075,Sporting Goods,3,237.53,Card,REG-05,EMP-119
POS-50961,2026-03-16 17:15:45,MEM-100,London - Oxford St,UK,PROD-025,Sporting Goods,1,239.12,Contactless,REG-06,EMP-105
POS-50962,2026-06-24 08:20:37,,Mumbai - Bandra,IN,PROD-089,Books & Media,1,33.88,Contactless,REG-03,EMP-111
POS-50963,2025-11-10 21:06:19,MEM-269,New York - 5th Ave,US,PROD-069,Books & Media,1,33.87,Cash,REG-01,EMP-109
POS-50964,2025-10-11 11:30:11,,Sydney - George St,AU,PROD-069,Books & Media,1,21.9,Cash,REG-03,EMP-127
POS-50965,2025-09-25 13:05:15,MEM-369,New York - 5th Ave,US,PROD-024,Books & Media,4,43.14,Cash,REG-06,EMP-115
POS-50966,2026-05-09 04:37:21,MEM-204,New York - 5th Ave,US,PROD-004,Books & Media,4,14.8,Card,REG-03,EMP-109
POS-50967,2026-01-13 06:59:07,,Toronto - Downtown,CA,PROD-004,Books & Media,3,33.02,Card,REG-05,EMP-124
POS-50968,2026-09-08 15:17:20,MEM-309,London - Oxford St,UK,PROD-071,Consumer Electronics,3,274.31,Contactless,REG-06,EMP-103
POS-50969,2025-12-15 18:06:14,,Sydney - George St,AU,PROD-075,Sporting Goods,4,170.28,Cash,REG-04,EMP-110
POS-50970,2025-10-19 06:22:55,,London - Oxford St,UK,PROD-010,Sporting Goods,3,178.43,Cash,REG-05,EMP-126
POS-50971,2026-02-02 01:02:10,MEM-300,New York - 5th Ave,US,PROD-003,Home & Living,3,126.85,Cash,REG-02,EMP-114
POS-50972,2026-02-24 11:20:58,,Sydney - George St,AU,PROD-018,Home & Living,4,240.9,Contactless,REG-02,EMP-118
POS-50973,2025-11-15 09:15:15,MEM-375,Paris - Champs-Elysees,FR,PROD-046,Consumer Electronics,2,360.95,Contactless,REG-05,EMP-106
POS-50974,2026-02-13 01:03:43,MEM-137,Berlin - Mitte,DE,PROD-074,Books & Media,1,15.59,Cash,REG-05,EMP-125
POS-50975,2026-02-21 17:02:12,,Mumbai - Bandra,IN,PROD-087,Apparel & Fashion,2,77.15,Cash,REG-04,EMP-102
POS-50976,2025-10-05 19:49:31,MEM-152,Toronto - Downtown,CA,PROD-080,Sporting Goods,2,76.65,Card,REG-05,EMP-124
POS-50977,2025-09-16 09:05:16,MEM-280,Paris - Champs-Elysees,FR,PROD-050,Sporting Goods,2,204.71,Contactless,REG-04,EMP-122
POS-50978,2026-01-09 06:02:53,MEM-276,London - Oxford St,UK,PROD-037,Apparel & Fashion,1,58.57,Card,REG-05,EMP-124
POS-50979,2026-07-01 10:54:10,,Toronto - Downtown,CA,PROD-017,Apparel & Fashion,2,106.22,Card,REG-05,EMP-117
POS-50980,2026-01-07 04:40:08,MEM-219,Mumbai - Bandra,IN,PROD-097,Apparel & Fashion,4,34.84,Cash,REG-06,EMP-113
POS-50981,2026-03-22 10:53:15,MEM-109,Mumbai - Bandra,IN,PROD-012,Apparel & Fashion,4,18.54,Contactless,REG-03,EMP-109
POS-50982,2025-12-17 01:23:58,,Berlin - Mitte,DE,PROD-061,Consumer Electronics,2,512.51,Card,REG-03,EMP-106
POS-50983,2026-08-05 23:20:13,MEM-355,London - Oxford St,UK,PROD-012,Apparel & Fashion,1,16.05,Card,REG-05,EMP-117
POS-50984,2025-11-21 19:23:41,,London - Oxford St,UK,PROD-050,Sporting Goods,4,97.05,Cash,REG-05,EMP-129
POS-50985,2026-10-05 06:38:12,,Toronto - Downtown,CA,PROD-041,Consumer Electronics,1,112.33,Contactless,REG-01,EMP-118
POS-50986,2026-09-07 08:22:33,MEM-340,Sydney - George St,AU,PROD-004,Books & Media,1,25.47,Cash,REG-03,EMP-116
